Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_2;Ast_2;G+A_2;G-PK_2;G+A-PK;xG_2;xAG_2;xG+xAG_2;npxG_2;npxG+xAG_2;Matches;Curr_Date
416;Everaldo Stum;br BRA;FW;Bahia;32-318;1991;6;3;255;2.8;3;0;3;2;1;1;2;0;2.4;1.6;0.5;2.2;3;4;20;1.06;0.00;1.06;0.71;0.71;0.86;0.19;1.05;0.58;0.77;Matches;2024-05-18
417;Damián Suárez;uy URU;DF;Botafogo (RJ);36-021;1988;4;2;235;2.6;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;2;8;13;0.00;0.00;0.00;0.00;0.00;0.01;0.04;0.05;0.01;0.05;Matches;2024-05-18
418;Talisson;br BRA;FW;Red Bull Bragantino;21-363;2002;1;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;Matches;2024-05-18
419;Tchê Tchê;br BRA;MF;Botafogo (RJ);31-262;1992;4;2;279;3.1;0;0;0;0;0;0;0;0;0.1;0.1;1.3;1.3;8;15;4;0.00;0.00;0.00;0.00;0.00;0.02;0.41;0.43;0.02;0.43;Matches;2024-05-18
420;David Terans;uy URU;MF,FW;Fluminense;29-281;1994;3;0;53;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
421;Thaciano;br BRA;FW;Bahia;29-006;1995;6;6;470;5.2;1;0;1;1;0;0;2;0;1.4;1.4;0.1;1.5;5;8;24;0.19;0.00;0.19;0.19;0.19;0.26;0.02;0.28;0.26;0.28;Matches;2024-05-18
422;Thiaguinho;br BRA;MF;Juventude;27-037;1997;2;0;44;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
423;Guilherme Tinga;br BRA;DF;Fortaleza;30-260;1993;5;4;368;4.1;0;0;0;0;0;0;1;0;0.0;0.0;0.2;0.2;6;16;14;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.00;0.05;Matches;2024-05-18
424;Titi;br BRA;DF;Fortaleza;36-067;1988;5;5;450;5.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;5;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches;2024-05-18
425;Félix Torres Caicedo;ec ECU;DF;Corinthians;27-128;1997;6;6;540;6.0;0;0;0;0;0;0;0;0;0.3;0.3;0.8;1.1;1;21;0;0.00;0.00;0.00;0.00;0.00;0.05;0.13;0.18;0.05;0.18;Matches;2024-05-18
426;Miguel Trauco;pe PER;DF,MF;Criciúma;31-267;1992;2;1;95;1.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;2;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
427;Bruno Tubarão;br BRA;DF;Atl Goianiense;29-074;1995;4;4;360;4.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;10;18;7;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.01;Matches;2024-05-18
428;Bruno Uvini;br BRA;DF;Vitória;32-350;1991;3;3;270;3.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;7;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches;2024-05-18
429;Vanderlan;br BRA;DF;Palmeiras;21-254;2002;2;1;108;1.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;5;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches;2024-05-18
430;Guillermo Varela;uy URU;DF;Flamengo;31-055;1993;4;4;335;3.7;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;3;9;14;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.09;0.00;0.09;Matches;2024-05-18
431;Eduardo Vargas;cl CHI;FW;Atlético Mineiro;34-180;1989;5;1;134;1.5;3;0;3;3;0;0;0;0;1.6;1.6;0.4;2.0;2;7;14;2.01;0.00;2.01;2.01;2.01;1.09;0.26;1.35;1.09;1.35;Matches;2024-05-18
432;Pablo Vegetti;ar ARG;FW;Vasco da Gama;35-216;1988;6;6;522;5.8;3;0;3;3;0;1;1;0;3.4;2.6;0.6;3.2;1;10;25;0.52;0.00;0.52;0.52;0.52;0.58;0.11;0.70;0.45;0.56;Matches;2024-05-18
433;Raphael Veiga;br BRA;MF;Palmeiras;28-334;1995;5;5;400;4.4;0;0;0;0;0;1;1;0;1.2;0.4;0.2;0.6;6;20;5;0.00;0.00;0.00;0.00;0.00;0.27;0.04;0.31;0.09;0.13;Matches;2024-05-18
434;Fausto Vera;ar ARG;MF;Corinthians;24-053;2000;4;2;190;2.1;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;6;17;4;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.08;0.04;0.08;Matches;2024-05-18
435;Gabriel Veron;br BRA;FW,MF;Cruzeiro;21-258;2002;4;0;79;0.9;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.4;1;4;13;0.00;0.00;0.00;0.00;0.00;0.28;0.12;0.40;0.28;0.40;Matches;2024-05-18
436;João Victor;br BRA;DF;Vasco da Gama;25-306;1998;4;2;219;2.4;0;0;0;0;0;0;1;0;0.0;0.0;0.3;0.3;6;14;3;0.00;0.00;0.00;0.00;0.00;0.01;0.13;0.14;0.01;0.14;Matches;2024-05-18
437;Felipe Vieira;;DF;Fluminense;;;4;0;132;1.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
438;Mathías Villasanti;py PAR;MF;Grêmio;27-115;1997;4;4;360;4.0;0;1;1;0;0;0;0;0;0.2;0.2;0.6;0.9;2;24;11;0.00;0.25;0.25;0.00;0.25;0.05;0.16;0.21;0.05;0.21;Matches;2024-05-18
439;Matías Viña;uy URU;DF;Flamengo;26-191;1997;3;1;98;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;1;10;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches;2024-05-18
440;Alix Vinicius;br BRA;DF;Atl Goianiense;24-194;1999;4;4;314;3.5;0;0;0;0;0;0;0;1;0.2;0.2;0.1;0.3;0;4;4;0.00;0.00;0.00;0.00;0.00;0.06;0.03;0.10;0.06;0.10;Matches;2024-05-18
441;Mateus Vital;br BRA;MF;Cruzeiro;26-096;1998;4;0;68;0.8;1;0;1;1;0;0;0;0;0.2;0.2;0.0;0.2;1;5;5;1.32;0.00;1.32;1.32;1.32;0.21;0.00;0.21;0.21;0.21;Matches;2024-05-18
442;Vitão;br BRA;DF;Internacional;24-106;2000;4;4;360;4.0;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;11;20;1;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches;2024-05-18
443;Vitinho;br BRA;FW,MF;Red Bull Bragantino;25-047;1999;6;4;359;4.0;2;2;4;2;0;0;2;0;0.3;0.3;0.7;1.0;16;4;35;0.50;0.50;1.00;0.50;1.00;0.06;0.18;0.24;0.06;0.24;Matches;2024-05-18
444;Rayan Vitor;br BRA;FW,MF;Vasco da Gama;17-289;2006;4;1;172;1.9;0;0;0;0;0;0;0;0;0.7;0.6;0.8;1.4;4;4;12;0.00;0.00;0.00;0.00;0.00;0.35;0.40;0.75;0.32;0.72;Matches;2024-05-18
445;Felipe Vizeu;br BRA;FW;Criciúma;27-067;1997;1;0;30;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;0;1;2;0.00;0.00;0.00;0.00;0.00;0.14;0.52;0.66;0.14;0.66;Matches;2024-05-18
446;Wagner;br BRA;DF;Vitória;24-300;1999;4;4;276;3.1;1;0;1;1;0;0;0;1;1.1;1.1;0.0;1.1;1;8;0;0.33;0.00;0.33;0.33;0.33;0.36;0.01;0.37;0.36;0.37;Matches;2024-05-18
447;Walter;br BRA;GK;Cuiabá;36-182;1987;4;4;360;4.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
448;Wanderson;br BRA;FW,MF;Internacional;29-224;1994;3;3;181;2.0;0;0;0;0;0;0;0;0;0.2;0.2;0.5;0.7;3;3;9;0.00;0.00;0.00;0.00;0.00;0.12;0.23;0.35;0.12;0.35;Matches;2024-05-18
449;Welington;br BRA;DF;São Paulo;23-089;2001;4;3;235;2.6;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.2;5;8;18;0.00;0.00;0.00;0.00;0.00;0.02;0.07;0.10;0.02;0.10;Matches;2024-05-18
450;José Welison;br BRA;MF;Fortaleza;29-068;1995;4;2;151;1.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;10;1;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02;Matches;2024-05-18
451;Wesley;br BRA;DF;Flamengo;20-255;2003;2;1;115;1.3;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;1;5;7;0.00;0.00;0.00;0.00;0.00;0.00;0.21;0.21;0.00;0.21;Matches;2024-05-18
452;Wesley;br BRA;FW,MF;Internacional;25-049;1999;4;3;302;3.4;2;1;3;2;0;0;2;0;0.7;0.7;1.1;1.7;17;12;32;0.60;0.30;0.89;0.60;0.89;0.19;0.32;0.51;0.19;0.51;Matches;2024-05-18
453;Wéverton;br BRA;GK;Palmeiras;36-157;1987;6;6;540;6.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
454;William;br BRA;DF;Cruzeiro;29-045;1995;5;5;450;5.0;0;1;1;0;0;0;1;0;0.1;0.1;1.0;1.1;15;34;32;0.00;0.20;0.20;0.00;0.20;0.02;0.20;0.23;0.02;0.23;Matches;2024-05-18
455;Willian;br BRA;MF;Vitória;31-002;1993;4;4;360;4.0;1;0;1;1;0;0;0;0;0.2;0.2;0.1;0.2;3;22;2;0.25;0.00;0.25;0.25;0.25;0.04;0.02;0.06;0.04;0.06;Matches;2024-05-18
456;Samuel Xavier;br BRA;DF;Fluminense;33-347;1990;3;3;225;2.5;0;1;1;0;0;0;0;0;0.1;0.1;0.5;0.6;5;7;7;0.00;0.40;0.40;0.00;0.40;0.03;0.20;0.23;0.03;0.23;Matches;2024-05-18
457;Bruno Zapelli;ar ARG;MF,FW;Ath Paranaense;22-001;2002;6;2;238;2.6;0;1;1;0;0;0;0;0;0.5;0.5;0.9;1.4;6;10;10;0.00;0.38;0.38;0.00;0.38;0.19;0.35;0.54;0.19;0.54;Matches;2024-05-18
458;Federico Zaracho;ar ARG;MF;Atlético Mineiro;26-069;1998;5;4;275;3.1;1;0;1;1;0;0;0;0;0.4;0.4;0.0;0.5;2;11;15;0.33;0.00;0.33;0.33;0.33;0.15;0.01;0.16;0.15;0.16;Matches;2024-05-18
459;Zeca;br BRA;DF;Vitória;30-002;1994;5;4;388;4.3;0;0;0;0;0;0;1;0;0.1;0.1;0.2;0.2;13;16;12;0.00;0.00;0.00;0.00;0.00;0.02;0.04;0.05;0.02;0.05;Matches;2024-05-18
